1;0.342
2;0.3418
3;0.35086666666666666
4;0.36274999999999996
5;0.3702
6;0.37146666666666667
7;0.3716571428571429
8;0.36977499999999996
9;0.3693111111111111
10;0.36844
11;0.36863636363636365
12;0.36855
13;0.36767692307692307
14;0.3673714285714286
15;0.3663733333333334
16;0.36575
17;0.3654352941176471
18;0.36466666666666664
19;0.364
20;0.36413999999999996
21;0.3634952380952381
22;0.3629181818181818
23;0.3621913043478261
24;0.36109166666666664
25;0.360296
26;0.3594923076923077
27;0.3584962962962963
28;0.3577071428571429
29;0.356751724137931
30;0.35557333333333335
31;0.3544516129032258
32;0.3539
33;0.3532848484848485
34;0.352264705882353
35;0.35134857142857145
36;0.3504222222222222
37;0.3497567567567567
38;0.3488631578947369
39;0.34787179487179487
40;0.34703
41;0.3460341463414634
42;0.34495714285714285
43;0.3439581395348837
44;0.34302272727272726
45;0.34210222222222225
46;0.34152173913043476
47;0.3406
48;0.3389
49;0.336534693877551
